,Title,Directors,Actors,Roles
9086,Transformers: Dark of the Moon,Michael Bay,John DiMaggio,"Leadfoot /  
            Target 
  
  
  (voice)"
9087,Transformers: Dark of the Moon,Michael Bay,Greg Berg,"Igor 
  
  
  (voice)"
9088,Transformers: Dark of the Moon,Michael Bay,Rodney Luis Aquino,"Air Force Soldier 
  
  
  (uncredited)"
9089,Transformers: Dark of the Moon,Michael Bay,Corey Bente,"White House Aid 
  
  
  (uncredited)"
9090,Transformers: Dark of the Moon,Michael Bay,Ian Bonner,"White House Aid 
  
  
  (uncredited)"
9091,Transformers: Dark of the Moon,Michael Bay,Courtney Erin Carroll,"Train Passenger 
  
  
  (uncredited)"
9092,Transformers: Dark of the Moon,Michael Bay,Brian Ceponis,"NEST Guard 
  
  
  (uncredited)"
9093,Transformers: Dark of the Moon,Michael Bay,Michael Ciannilli,"Launch Director 
  
  
  (uncredited)"
9094,Transformers: Dark of the Moon,Michael Bay,Vincent John Conti,"Mailroom Worker 
  
  
  (uncredited)"
9095,Transformers: Dark of the Moon,Michael Bay,Adam Critchlow,"White House Marine 
  
  
  (uncredited)"
9096,Transformers: Dark of the Moon,Michael Bay,Walter Cronkite,"Self 
  
  
  (archive footage) (uncredited)"
9097,Transformers: Dark of the Moon,Michael Bay,Joseph Jajoe Davis,"Executive 
  
  
  (uncredited)"
9098,Transformers: Dark of the Moon,Michael Bay,Finnegan the Dog,"Desert Dog 
  
  
  (uncredited)"
9099,Transformers: Dark of the Moon,Michael Bay,Jason Endicott,"Mearing's Second Aide 
  
  
  (uncredited)"
9100,Transformers: Dark of the Moon,Michael Bay,John Farrer,"U.N. Delegate 
  
  
  (uncredited)"
9101,Transformers: Dark of the Moon,Michael Bay,Liliana Florea,"Triangle Park Pedestrian 
  
  
  (uncredited)"
9102,Transformers: Dark of the Moon,Michael Bay,Reese Foster,"Accuretta Worker 
  
  
  (uncredited)"
9103,Transformers: Dark of the Moon,Michael Bay,Henry Frost III,"Dylan Henchman 
  
  
  (uncredited)"
9104,Transformers: Dark of the Moon,Michael Bay,Jennifer Gorka,"Accuretta Worker 
  
  
  (uncredited)"
9105,Transformers: Dark of the Moon,Michael Bay,William Haze,"FBI agent #2 
  
  
  (uncredited)"
9106,Transformers: Dark of the Moon,Michael Bay,Robert Herrick,"Josh 
  
  
  (uncredited)"
9107,Transformers: Dark of the Moon,Michael Bay,Bob Honest,"General Decker 
  
  
  (uncredited)"
9108,Transformers: Dark of the Moon,Michael Bay,Matt Iwinski,"Driver - extra 
  
  
  (uncredited)"
9109,Transformers: Dark of the Moon,Michael Bay,Corey Jovan,"Soldier 
  
  
  (uncredited)"
9110,Transformers: Dark of the Moon,Michael Bay,Bob Kaye,"Mearing's Secret Service 
  
  
  (uncredited)"
9111,Transformers: Dark of the Moon,Michael Bay,Kevin Kent,"Military Member 
  
  
  (uncredited)"
9112,Transformers: Dark of the Moon,Michael Bay,Ben Kolodzinski,"Pedestrian 
  
  
  (uncredited)"
9113,Transformers: Dark of the Moon,Michael Bay,Erik Kowalski,"Nest Team Soldier 
  
  
  (uncredited)"
9114,Transformers: Dark of the Moon,Michael Bay,Jillana Laufer,"Bruce's Executive Secretary 
  
  
  (uncredited)"
9115,Transformers: Dark of the Moon,Michael Bay,Won Hee Lee,"Interviewee 
  
  
  (uncredited)"
9116,Transformers: Dark of the Moon,Michael Bay,Lawrence G. Lozano,"Chicago Pedestrian 
  
  
  (uncredited)"
9117,Transformers: Dark of the Moon,Michael Bay,Kris Mardula,"Soldier 
  
  
  (uncredited)"
9118,Transformers: Dark of the Moon,Michael Bay,Abi McKenzie,"Kid in Chicago 
  
  
  (uncredited)"
9119,Transformers: Dark of the Moon,Michael Bay,Matt McVay,"Bill Anders - 1969 
  
  
  (uncredited)"
9120,Transformers: Dark of the Moon,Michael Bay,Keith Middlebrook,"Lieutenant Haze 
  
  
  (uncredited)"
9121,Transformers: Dark of the Moon,Michael Bay,Jared Moser,"Air Force Soldier 
  
  
  (uncredited)"
9122,Transformers: Dark of the Moon,Michael Bay,Dean Napolitano,"FBI Agent #3 
  
  
  (uncredited)"
9123,Transformers: Dark of the Moon,Michael Bay,Jim Nieciecki,"NEST Scientist at Chernobyl 
  
  
  (uncredited)"
9124,Transformers: Dark of the Moon,Michael Bay,Daniel Okeefe,"Engineer's Son 
  
  
  (uncredited)"
9125,Transformers: Dark of the Moon,Michael Bay,Jeffrey Porter,"Background Executive 
  
  
  (uncredited)"
9126,Transformers: Dark of the Moon,Michael Bay,Chaz Riddle,"Policeman 
  
  
  (uncredited)"
9127,Transformers: Dark of the Moon,Michael Bay,Ryan Daniel Rodriguez,"Nest Soldier 
  
  
  (uncredited)"
9128,Transformers: Dark of the Moon,Michael Bay,Michael Saglimbeni,"Lt. Colonel 
  
  
  (uncredited)"
9129,Transformers: Dark of the Moon,Michael Bay,Chris Sanders,"Accuretta Executive 
  
  
  (uncredited)"
9130,Transformers: Dark of the Moon,Michael Bay,Joel Thingvall,"Chicago Pedestrian 
  
  
  (uncredited)"
9131,Transformers: Dark of the Moon,Michael Bay,Mark Van Woert,"Pedestrian 
  
  
  (uncredited)"
9132,Transformers: Dark of the Moon,Michael Bay,David Michael Williamson,"Job Applicant 
  
  
  (uncredited)"
9133,Transformers: Dark of the Moon,Michael Bay,William H. Worden,"Nest Soldier /  
            NASA Security 
  
  
  (uncredited)"
9134,Transformers: Dark of the Moon,Michael Bay,Gracie Zane,"Extra 
  
  
  (uncredited)"
9135,Transformers: Dark of the Moon,Michael Bay,Rosie Huntington-Whiteley,Carly
9136,Transformers: Dark of the Moon,Michael Bay,John Turturro,Simmons
9137,Transformers: Dark of the Moon,Michael Bay,Patrick Dempsey,Dylan
9138,Transformers: Dark of the Moon,Michael Bay,John Malkovich,Bruce Brazos
9139,Transformers: Dark of the Moon,Michael Bay,Julie White,Judy Witwicky
9140,Transformers: Dark of the Moon,Michael Bay,Ken Jeong,Jerry Wang
9141,Transformers: Dark of the Moon,Michael Bay,Lester Speight,Eddie
9142,Transformers: Dark of the Moon,Michael Bay,Bill O'Reilly,Bill O'Reilly
9143,Transformers: Dark of the Moon,Michael Bay,Dustin Dennard,Lennox Lieutenant
9144,Transformers: Dark of the Moon,Michael Bay,Nick Bickle,Lennox Team 'Chapman'
9145,Transformers: Dark of the Moon,Michael Bay,Brett Lynch,Lennox Team 'Phelps'
9146,Transformers: Dark of the Moon,Michael Bay,Scott C. Roe,Lennox Team 'Nelson'
9147,Transformers: Dark of the Moon,Michael Bay,Brian Call,Lennox Team 'Taggart'
9148,Transformers: Dark of the Moon,Michael Bay,Mikal Vega,"Epps Team 'Hooch' 
  
  
  (as Mikal A. Vega)"
9149,Transformers: Dark of the Moon,Michael Bay,Josh Kelly,Epps Team 'Stone'
9150,Transformers: Dark of the Moon,Michael Bay,LaMonica Garrett,Morshower's Aide
9151,Transformers: Dark of the Moon,Michael Bay,Brett Stimely,President Kennedy
9152,Transformers: Dark of the Moon,Michael Bay,Drew Pillsbury,Defense Secretary McNamara
9153,Transformers: Dark of the Moon,Michael Bay,Larry Clarke,NASA Scientist (1969)
9154,Transformers: Dark of the Moon,Michael Bay,Thomas Crawford,Black Ops NASA Technician (1969)
9155,Transformers: Dark of the Moon,Michael Bay,Alan Pietruszewski,NASA Mission Controller (1969)
9156,Transformers: Dark of the Moon,Michael Bay,Peter Murnik,"Tracking Station Supervisor (1969) 
  
  
  (as Peter B. Murnik)"
9157,Transformers: Dark of the Moon,Michael Bay,Cory Tucker,Buzz Aldrin (1969)
9158,Transformers: Dark of the Moon,Michael Bay,David St. James,Old NASA Scientist
9159,Transformers: Dark of the Moon,Michael Bay,Elya Baskin,Cosmonaut Dimitri
9160,Transformers: Dark of the Moon,Michael Bay,Inna Korobkina,Russian Lady
9161,Transformers: Dark of the Moon,Michael Bay,Kathleen Gati,Russian Female Bartender
9162,Transformers: Dark of the Moon,Michael Bay,Chris Sheffield,Pimply Corporate Kid
9163,Transformers: Dark of the Moon,Michael Bay,Michael Loeffelholz,Executive Interviewer
9164,Transformers: Dark of the Moon,Michael Bay,Stephen Monroe Taylor,Mailroom Worker
9165,Transformers: Dark of the Moon,Michael Bay,Derek Miller,Mailroom Worker
9166,Transformers: Dark of the Moon,Michael Bay,Scott Krinsky,Accuretta Executive
9167,Transformers: Dark of the Moon,Michael Bay,Maile Flanagan,Accuretta Worker
9168,Transformers: Dark of the Moon,Michael Bay,Jack Axelrod,Simmons Tileman
9169,Transformers: Dark of the Moon,Michael Bay,Meredith Monroe,Engineer's Wife
9170,Transformers: Dark of the Moon,Michael Bay,Christian Baha,Dylan's Executive
9171,Transformers: Dark of the Moon,Michael Bay,Danielle Fornarelli,Dylan's Assistant
9172,Transformers: Dark of the Moon,Michael Bay,John Turk,NEST Guard
9173,Transformers: Dark of the Moon,Michael Bay,Mark Golden,SEAL
9174,Transformers: Dark of the Moon,Michael Bay,Scott Paulson,SEAL
9175,Transformers: Dark of the Moon,Michael Bay,Iqbal Theba,UN Secretary General
9176,Transformers: Dark of the Moon,Michael Bay,Sammy Sheik,Lt. Faraj
9177,Transformers: Dark of the Moon,Michael Bay,John S. McAfee,GPS Tracking Coordinator
9178,Transformers: Dark of the Moon,Michael Bay,Rebecca Cooper,DC Capitol Reporter
9179,Transformers: Dark of the Moon,Michael Bay,Peter Cullen,"Optimus Prime 
  
  
  (voice)"
9180,Transformers: Dark of the Moon,Michael Bay,Leonard Nimoy,"Sentinel Prime 
  
  
  (voice)"
9181,Transformers: Dark of the Moon,Michael Bay,Charlie Adler,"Starscream 
  
  
  (voice)"
9182,Transformers: Dark of the Moon,Michael Bay,James Remar,"Sideswipe 
  
  
  (voice)"
9183,Transformers: Dark of the Moon,Michael Bay,George Coe,"Que /  
            Wheeljack 
  
  
  (voice)"
9184,Transformers: Dark of the Moon,Michael Bay,Reno Wilson,"Brains 
  
  
  (voice)"
9185,Transformers: Dark of the Moon,Michael Bay,Ron Bottitta,"Roadbuster /  
            Amp 
  
  
  (voice)"
9186,Transformers: Dark of the Moon,Michael Bay,Keith Szarabajka,"Laserbeak 
  
  
  (voice)"
9187,Transformers: Dark of the Moon,Michael Bay,Bob Beathard,"Bystander 
  
  
  (uncredited)"
9188,Transformers: Dark of the Moon,Michael Bay,Eric Berlynn,"1969 NASA Tech 
  
  
  (uncredited)"
9189,Transformers: Dark of the Moon,Michael Bay,Fabrice Calmels,"Tourist 
  
  
  (uncredited)"
9190,Transformers: Dark of the Moon,Michael Bay,Larry Carter,"News Crew Reporter 
  
  
  (uncredited)"
9191,Transformers: Dark of the Moon,Michael Bay,Adam Chaffin,"Guard 
  
  
  (uncredited)"
9192,Transformers: Dark of the Moon,Michael Bay,Matt Cinquanta,"Colonel 
  
  
  (uncredited)"
9193,Transformers: Dark of the Moon,Michael Bay,Jordan Michael Coulson,"Police Officer 
  
  
  (uncredited)"
9194,Transformers: Dark of the Moon,Michael Bay,Tony Cronin,"4 Star General 
  
  
  (uncredited)"
9195,Transformers: Dark of the Moon,Michael Bay,Paul D'Elia,"D.C. Businessman 
  
  
  (uncredited)"
9196,Transformers: Dark of the Moon,Michael Bay,Michael De Palma,"Accuretta Worker 
  
  
  (uncredited)"
9197,Transformers: Dark of the Moon,Michael Bay,Gena Ellis,"Chicago Pedestrian 
  
  
  (uncredited)"
9198,Transformers: Dark of the Moon,Michael Bay,Joshua Farcone,"Police Officer 
  
  
  (uncredited)"
9199,Transformers: Dark of the Moon,Michael Bay,Liam Ferguson,"DC Cop 
  
  
  (uncredited)"
9200,Transformers: Dark of the Moon,Michael Bay,Colin Follenweider,"Astronaut Jumping on the Moon 
  
  
  (uncredited)"
9201,Transformers: Dark of the Moon,Michael Bay,Frankie Fronk,"Nest Team Soldier 
  
  
  (uncredited)"
9202,Transformers: Dark of the Moon,Michael Bay,Zander Gerhardt,"Police Officer 
  
  
  (uncredited)"
9203,Transformers: Dark of the Moon,Michael Bay,Alecia Hamilton,"Mansion Waitress 
  
  
  (uncredited)"
9204,Transformers: Dark of the Moon,Michael Bay,Jesse Heiman,"Office Worker 
  
  
  (uncredited)"
9205,Transformers: Dark of the Moon,Michael Bay,David Hill,"NEST Technician 
  
  
  (uncredited)"
9206,Transformers: Dark of the Moon,Michael Bay,WBBrown II,"NEST Officer 
  
  
  (uncredited)"
9207,Transformers: Dark of the Moon,Michael Bay,Anthony J. James,"Nasa Tourist 
  
  
  (uncredited)"
9208,Transformers: Dark of the Moon,Michael Bay,Waléra Kanischtscheff,"Voskhod 
  
  
  (voice) (uncredited)"
9209,Transformers: Dark of the Moon,Michael Bay,John F. Kennedy,"Self 
  
  
  (archive footage) (uncredited)"
9210,Transformers: Dark of the Moon,Michael Bay,Kristoffer Kjornes,"Robert F. Kennedy 
  
  
  (uncredited)"
9211,Transformers: Dark of the Moon,Michael Bay,Elena Kolpachikova,"Russian 
  
  
  (uncredited)"
9212,Transformers: Dark of the Moon,Michael Bay,Eva Marie Lardani,"Police 
  
  
  (uncredited)"
9213,Transformers: Dark of the Moon,Michael Bay,Kef Lee,"Police Officer 
  
  
  (uncredited)"
9214,Transformers: Dark of the Moon,Michael Bay,Ina Lereine,"Pedestrian 
  
  
  (uncredited)"
9215,Transformers: Dark of the Moon,Michael Bay,Mino Mackic,"Dylan's Henchman 
  
  
  (uncredited)"
9216,Transformers: Dark of the Moon,Michael Bay,Taylor McCluskey,"Office Employee 
  
  
  (uncredited)"
9217,Transformers: Dark of the Moon,Michael Bay,Jeremy McLain,"Pedestrian 
  
  
  (uncredited)"
9218,Transformers: Dark of the Moon,Michael Bay,Jim Meskimen,"John F. Kennedy 
  
  
  (voice) (uncredited)"
9219,Transformers: Dark of the Moon,Michael Bay,Tony Moore,"US Capital Police Officer 
  
  
  (uncredited)"
9220,Transformers: Dark of the Moon,Michael Bay,Christopher Mur,"Film Crew 
  
  
  (uncredited)"
9221,Transformers: Dark of the Moon,Michael Bay,Jason Neisewander,"Extra 
  
  
  (uncredited)"
9222,Transformers: Dark of the Moon,Michael Bay,Richard Nixon,"Self 
  
  
  (archive footage) (uncredited)"
9223,Transformers: Dark of the Moon,Michael Bay,Michael Paul,"Honor Guard 
  
  
  (uncredited)"
9224,Transformers: Dark of the Moon,Michael Bay,Christina Putnam,"Girl in the Elevator 
  
  
  (uncredited)"
9225,Transformers: Dark of the Moon,Michael Bay,Jason Rocco,"Street Photographer 
  
  
  (uncredited)"
9226,Transformers: Dark of the Moon,Michael Bay,Joséphine Roth,"Bruce's Secretary 
  
  
  (uncredited)"
9227,Transformers: Dark of the Moon,Michael Bay,Victor Saigh,"NEST Guard 
  
  
  (uncredited)"
9228,Transformers: Dark of the Moon,Michael Bay,Michael J. Sanow,"Military Extra 
  
  
  (uncredited)"
9229,Transformers: Dark of the Moon,Michael Bay,Alen Toric,"Pilot 
  
  
  (uncredited)"
9230,Transformers: Dark of the Moon,Michael Bay,Kaitlan Welton,"Dylan's Dinner Date 
  
  
  (uncredited)"
9231,Transformers: Dark of the Moon,Michael Bay,Jimmie Wood,"Crowbar 
  
  
  (voice) (uncredited)"
9232,Transformers: Dark of the Moon,Michael Bay,Karen E. Wright,"Secretary to Head of NASA 
  
  
  (uncredited)"
9233,Lucy,Luc Besson,Scarlett Johansson,Lucy
9234,Lucy,Luc Besson,Choi Min-sik,Mr. Jang
9235,Lucy,Luc Besson,Julian Rhind-Tutt,The Limey
9236,Lucy,Luc Besson,Lio Tipton,"Caroline 
  
  
  (as Analeigh Tipton)"
9237,Lucy,Luc Besson,Jan Oliver Schroeder,German Mule
9238,Lucy,Luc Besson,Loïc Brabant,Professor
9239,Lucy,Luc Besson,Pierre Poirot,Professor
9240,Lucy,Luc Besson,Pascal Loison,Drug Addict
9241,Lucy,Luc Besson,Isabelle Cagnat,Airport Nurse
9242,Lucy,Luc Besson,Claire Tran,Flight Attendant
9243,Lucy,Luc Besson,Bob Martet,Customs Officer
9244,Lucy,Luc Besson,Alexis Rangheard,Cop Robert
9245,Lucy,Luc Besson,Christophe Lavalle,Cop
9246,Lucy,Luc Besson,Matthew Bravais,Student
9247,Lucy,Luc Besson,Thibault Segouin,Student
9248,Lucy,Luc Besson,Alessandro Giallocosta,Marco Brezzi
9249,Lucy,Luc Besson,Sifan Shao,Chinese Doctor
9250,Lucy,Luc Besson,I. Cheng-Sheng,Jang's Men
9251,Lucy,Luc Besson,Mou Syu Li,"Jang's Men 
  
  
  (as Huan Jhih-Cyuan)"
9252,Lucy,Luc Besson,Sheng-En Tseng,Jang's Men
9253,Lucy,Luc Besson,Sandra Abouav,Prehistoric Lucy
9254,Lucy,Luc Besson,Ken Lin,Regent Hotel Concierge #1
9255,Lucy,Luc Besson,Hao-Hsiang Hsu,Warehouse Man Driver
9256,Lucy,Luc Besson,Eunyul Hong,"Phone Voice Royal Suite 
  
  
  (voice)"
9257,Lucy,Luc Besson,Mason Lee,Regent Hotel Concierge #2
9258,Lucy,Luc Besson,Kevin Dust,Native American
9259,Lucy,Luc Besson,Timothy Reevis,Native American
9260,Lucy,Luc Besson,German Tintaya Mamani,Native American
9261,Lucy,Luc Besson,Ludovic Bernard,"Doctor Hospital 
  
  
  (uncredited)"
9262,Lucy,Luc Besson,Yichun Chen,"Flight Attendant 
  
  
  (uncredited)"
9263,Lucy,Luc Besson,Rebecca Hyland,"Pitchwoman 
  
  
  (uncredited)"
9264,Lucy,Luc Besson,Wendy Kay,"Restaurant Patron 
  
  
  (uncredited)"
9265,Lucy,Luc Besson,Jimmy Star,"Doctor 
  
  
  (uncredited)"
9266,Lucy,Luc Besson,Morgan Freeman,Professor Norman
9267,Lucy,Luc Besson,Amr Waked,Pierre Del Rio
9268,Lucy,Luc Besson,Pilou Asbæk,Richard
9269,Lucy,Luc Besson,Nicolas Phongpheth,Jii
9270,Lucy,Luc Besson,Luca Angeletti,Italian Mule
9271,Lucy,Luc Besson,Pierre Grammont,Professor
9272,Lucy,Luc Besson,Bertrand Quoniam,Professor
9273,Lucy,Luc Besson,Pierre Gérard,Airport Doctor
9274,Lucy,Luc Besson,Frédéric Chau,Cabin Manager
9275,Lucy,Luc Besson,François Legrand,Business Man Plane
9276,Lucy,Luc Besson,Cédric Chevalme,Cop Daniel
9277,Lucy,Luc Besson,Tonio Descanvelle,Cop Sergeant
9278,Lucy,Luc Besson,Julien Personnaz,Cop
9279,Lucy,Luc Besson,Renaud Cestre,Student
9280,Lucy,Luc Besson,Claire Zaniolo,Student
9281,Lucy,Luc Besson,Wolfgang Pissors,Berlin Custom Officer
9282,Lucy,Luc Besson,Paul Chan,Taipei Surgeon
9283,Lucy,Luc Besson,Chung-Wei Chou,Jang's Men
9284,Lucy,Luc Besson,Frank Ma,Jang's Men
9285,Lucy,Luc Besson,Liu Hsieh-Min,Mahjong Room Man
9286,Lucy,Luc Besson,Abel Aboualiten,Prehistoric Man
9287,Lucy,Luc Besson,Feng Hsing,Lucy's Driver
9288,Lucy,Luc Besson,Laura D'Arista Adam,"Lucy's Mother 
  
  
  (voice) (as Laura D'Arista)"
9289,Lucy,Luc Besson,Samuel Churin,The Receptionist
9290,Lucy,Luc Besson,Mohammad Aslam Ansari,Fakir
9291,Lucy,Luc Besson,Diego Llano,Native American
9292,Lucy,Luc Besson,Jeysson Reyes De La Cruz,Native American
9293,Lucy,Luc Besson,Kanneti Sae Han,"Rubik's Cube Boy 
  
  
  (as Kanneti Sawe Han)"
9294,Lucy,Luc Besson,Luc Besson,"Doctor 
  
  
  (uncredited)"
9295,Lucy,Luc Besson,Charlotte Herbeau,(uncredited)
9296,Lucy,Luc Besson,Sharon Kao,"TV Anchor 
  
  
  (uncredited)"
9297,Lucy,Luc Besson,Fausto Marci,"Cop 
  
  
  (uncredited)"
9298,Lucy,Luc Besson,Christophe Tek,"Wang Man 
  
  
  (uncredited)"
9299,JFK,Oliver Stone,Sally Kirkland,Rose Cheramie
9300,JFK,Oliver Stone,Ray LePere,Zapruder
9301,JFK,Oliver Stone,Jodie Farber,"Jackie Kennedy - Double 
  
  
  (as Jodi Farber)"
9302,JFK,Oliver Stone,Randy Means,Gov. Connally - Double
9303,JFK,Oliver Stone,Jay O. Sanders,Lou Ivon
9304,JFK,Oliver Stone,Cheryl Penland,Plaza Witness #2
9305,JFK,Oliver Stone,Perry R. Russo,Angry Bar Patron
9306,JFK,Oliver Stone,Edward Asner,Guy Bannister
9307,JFK,Oliver Stone,Vincent D'Onofrio,Bill Newman
9308,JFK,Oliver Stone,Sissy Spacek,Liz Garrison
9309,JFK,Oliver Stone,Brian Doyle-Murray,Jack Ruby
9310,JFK,Oliver Stone,Michael Rooker,Bill Broussard
9311,JFK,Oliver Stone,Gary Grubbs,Al Oser
9312,JFK,Oliver Stone,Tom Howard,L.B.J.
9313,JFK,Oliver Stone,Joe Pesci,David Ferrie
9314,JFK,Oliver Stone,Walter Matthau,Senator Long
9315,JFK,Oliver Stone,Scott Krueger,Snapper Garrison
9316,JFK,Oliver Stone,Allison Pratt Davis,Elizabeth Garrison
9317,JFK,Oliver Stone,Red Mitchell,Sgt. Harkness
9318,JFK,Oliver Stone,John S. Davies,Hobo #2
9319,JFK,Oliver Stone,Tony Plana,Carlos Bringuier
9320,JFK,Oliver Stone,Tomas Milian,Leopoldo
9321,JFK,Oliver Stone,John Candy,Dean Andrews
9322,JFK,Oliver Stone,Kevin Bacon,Willie O'Keefe
9323,JFK,Oliver Stone,Willem Oltmans,George DeMohrenschildt
9324,JFK,Oliver Stone,Gary Mitchell Carter,"Bill Williams 
  
  
  (as Gary Carter)"
9325,JFK,Oliver Stone,Zeke Mills,J.C. Price
9326,JFK,Oliver Stone,Ray Redd,Dodd
9327,JFK,Oliver Stone,Sally Vahle,"Mary Moorman 
  
  
  (as Sally Nystuen)"
9328,JFK,Oliver Stone,Marco Perella,Mercer Interrogator
9329,JFK,Oliver Stone,Spain Logue,FBI Agent #1 with Hill
9330,JFK,Oliver Stone,T.J. Kennedy,Hill Interrogator
9331,JFK,Oliver Stone,Jim Garrison,Earl Warren
9332,JFK,Oliver Stone,R. Bruce Elliott,Bolton Ford Dealer
9333,JFK,Oliver Stone,Linda Flores Wade,Sylvia Odio
9334,JFK,Oliver Stone,Alec Gifford,TV Newsman #2
9335,JFK,Oliver Stone,Michael Gurievsky,Russian Reporter
9336,JFK,Oliver Stone,Helen Miller,Garrison Receptionist
9337,JFK,Oliver Stone,Wayne Tippit,FBI Agent - Frank
9338,JFK,Oliver Stone,Dale Dye,General Y
9339,JFK,Oliver Stone,Errol McLendon,Man with Umbrella
9340,JFK,Oliver Stone,Jerry Douglas,Board Room Man
9341,JFK,Oliver Stone,Duane Grey,Board Room Man
9342,JFK,Oliver Stone,Baxter Harris,White House Man
9343,JFK,Oliver Stone,Alex Rodine,"White House Man 
  
  
  (as Alex Rodzi Rodine)"
9344,JFK,Oliver Stone,Odin K. Langford,Officer Habighorst
9345,JFK,Oliver Stone,Nathan Scott,John Chancler
9346,JFK,Oliver Stone,Roy Barnitt,Irvin F. Dymond
9347,JFK,Oliver Stone,John Finnegan,Judge Haggerty
9348,JFK,Oliver Stone,Michael Skipper,James Teague
9349,JFK,Oliver Stone,I.D. Brickman,Dr. Peters
9350,JFK,Oliver Stone,Chris Robinson,Dr. Humes
9351,JFK,Oliver Stone,Chris Renna,Bethesda Doctor
9352,JFK,Oliver Stone,Merlyn Sexton,Admiral Kenney
9353,JFK,Oliver Stone,Tom Bullock,Pathologist #2
9354,JFK,Oliver Stone,Christopher Kosiciuk,FBI Agent at Autopsy
9355,JFK,Oliver Stone,Stanley White,B Team Shooter
9356,JFK,Oliver Stone,Bill Bolender,Prisoner Powell
9357,JFK,Oliver Stone,Carol Farabee,Carolyn Arnold
